StudentID,StartDate,EndDate,RecordedDate,Duration,Progress,Finished,Status,LocationLatitude,LocationLongitude,PolicyArea,Q_ModeratorSupport,Q_StudentPrep,Q_Participation,Q_ConsultantContribution,Q_DiscussionBalance,Q_CommunityInvolvement,Q_RoomSize,Q_Recommend,Learning_Breakout,Learning_Breakout_Other,Learning_Symposium,Learning_Symposium_Other,ActionStations_Chosen,ActionStations_Wanted,Connection_Before,Connection_After,AcademicConfidence_Before,AcademicConfidence_After,ChangeConfidence_Before,ChangeConfidence_After,Quality_Flag,Missing_Count,Q_ModeratorSupport_Num,Q_StudentPrep_Num,Q_Participation_Num,Q_ConsultantContribution_Num,Q_DiscussionBalance_Num,Q_CommunityInvolvement_Num,Q_RoomSize_Num,Q_Recommend_Num,Connection_Before_Num,Connection_After_Num,AcademicConfidence_Before_Num,AcademicConfidence_After_Num,ChangeConfidence_Before_Num,ChangeConfidence_After_Num
11431564,11/8/2023 14:05,11/8/2023 14:08,11/8/2023 14:08,145,100,TRUE,IP Address,39.7362,-121.8378,Firearm Policy,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,I can improve my policy topic solution now that I have more information.,,I am capable of creating change in my community.,,"Social media for digital advocacy,Petition,Write a letter to a government offical",Organize a public demonstration,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Good,0,4,4,4,5,4,5,4,4,4,5,4,4,2,5
11420709,11/8/2023 14:28,11/8/2023 14:31,11/8/2023 14:31,169,100,TRUE,IP Address,39.7362,-121.8378,Reproductive Health Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,Elect supportive public officials",,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,4,4,5,5,5,2,5,4,4,4,4,4,4
10274642,11/8/2023 15:25,11/8/2023 15:29,11/8/2023 15:29,240,100,TRUE,IP Address,39.7362,-121.8378,Drug Policy,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,I learned a lot about my policy topic this semester.,,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Organize a public demonstration,2","Lobby government officials,Elect supportive public officials",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,2,4,4,4,4,4,1,4,4,4,4,4,4
12135696,11/8/2023 15:34,11/8/2023 15:39,11/8/2023 15:39,290,100,TRUE,IP Address,39.7362,-121.8378,Homelessness Policy,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,I want to learn more about my policy topic.,,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Petition,Write a letter to a government offical,2","Lobby government officials,Social media for digital advocacy,Organize a public demonstration",Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Good,0,4,4,4,2,1,1,2,2,1,2,5,1,4,1
11369476,11/8/2023 15:50,11/8/2023 15:52,11/8/2023 15:52,163,100,TRUE,IP Address,39.7362,-121.8378,Firearm Policy,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,I know at least one way to create change in my community.,,"Lobby government officials,Social media for digital advocacy,Write a letter to a government offical",Petition,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,5,5,4,5,5,2,4,4,4,4,4,4
11349963,11/8/2023 15:50,11/8/2023 15:55,11/8/2023 15:55,267,100,TRUE,IP Address,39.7362,-121.8378,Firearm Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Organize a public demonstration,Write a letter to a government offical",Petition,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11987340,11/8/2023 16:05,11/8/2023 16:29,11/8/2023 16:29,1407,100,TRUE,IP Address,39.7272,-121.8129,Immigration Policy,,,,,,,,,,,,,"Lobby government officials,Write a letter to a government offical,2",,,,,,,,High_Missing,14,,,,,,,,,,,,,,
111111111,11/8/2023 16:34,11/8/2023 16:36,11/8/2023 16:36,120,100,TRUE,IP Address,39.7272,-121.8129,Reproductive Health Policy,,,,,,,,,,,,,"Petition,Elect supportive public officials,Organize a public demonstration",,,,,,,,High_Missing,14,,,,,,,,,,,,,,
11453794,11/8/2023 17:13,11/8/2023 17:20,11/8/2023 17:20,410,100,TRUE,IP Address,39.7362,-121.8378,Reproductive Health Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Organize a public demonstration,Write a letter to a government offical",Petition,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Good,0,5,4,5,5,5,5,4,5,5,5,4,4,5,5
8796256,11/8/2023 17:51,11/8/2023 17:58,11/8/2023 17:58,396,100,TRUE,IP Address,39.7362,-121.8378,Immigration Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I can improve my policy topic solution now that I have more information.,,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Write a letter to a government offical,2","Lobby government officials,Organize a public demonstration",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,4,4,5,5,5,5,5,5,5,5,5,5,5
11803832,11/8/2023 20:05,11/8/2023 20:09,11/8/2023 20:09,230,100,TRUE,IP Address,39.7362,-121.8378,Reproductive Health Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",I learned about new perspectives to view the same policy.,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",I learned about the resources we hold here in Chico.,"Lobby government officials,Elect supportive public officials,Write a letter to a government offical","Social media for digital advocacy,Petition,Organize a public demonstration",Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Good,0,5,4,5,5,5,5,5,5,4,4,4,5,4,5
11624068,11/8/2023 21:22,11/8/2023 21:26,11/8/2023 21:26,207,100,TRUE,IP Address,40.5585,-122.4139,Cost of Living Policy,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Organize a public demonstration,Write a letter to a government offical","Lobby government officials,Write a letter to the editor,Petition",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,5,4,4,4,5,5,4,4,4,4,4,4
11718721,11/9/2023 0:08,11/9/2023 0:15,11/9/2023 0:15,426,100,TRUE,IP Address,39.7362,-121.8378,Cost of Living Policy,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",I learned about the different approaches toward a similar problem.,I know at least one way to create change in my community.,your ideas are valid,"Social media for digital advocacy,Elect supportive public officials,2",Write a letter to a government official,Disagree,Agree,Agree,Agree,Agree,Agree,Good,0,5,4,4,4,4,5,4,4,2,4,4,4,4,4
1191114,11/9/2023 3:48,11/9/2023 3:51,11/9/2023 3:51,206,100,TRUE,IP Address,39.7362,-121.8378,LGBTQIA+ Policy,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,I can talk to experts about my policy topic with confidence.,,I am a member of the city of Chico community.,,"Social media for digital advocacy,Write a letter to a government offical,2","Social media for digital advocacy,Petition",Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Good,0,5,4,5,4,1,4,2,1,4,5,4,2,2,1
8793955,11/9/2023 11:50,11/9/2023 11:53,11/9/2023 11:53,193,100,TRUE,IP Address,39.7362,-121.8378,Firearm Policy,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,I can talk about my research with expertise.,,I am capable of creating change in my community.,,"Lobby government officials,Social media for digital advocacy,2","Petition,Organize a public demonstration",Agree,Disagree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,2,4,2,4,2,4,4,4,4
11999326,11/9/2023 12:07,11/9/2023 12:10,11/9/2023 12:10,175,100,TRUE,IP Address,39.7362,-121.8378,Cost of Living Policy,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,"I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.",,I am capable of creating change in my community.,,"Elect supportive public officials,Write a letter to a government offical,2",,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,5,4,4,4,4,4,4,4,4
12027874,11/9/2023 12:33,11/9/2023 12:35,11/9/2023 12:35,127,100,TRUE,IP Address,39.7362,-121.8378,Cost of Living Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,"I can improve my policy topic solution now that I have more information.,I can talk about my research with expertise.",,I am capable of creating change in my community.,,"Lobby government officials,Social media for digital advocacy,Write a letter to a government offical",,Agree,Disagree,Agree,Agree,Disagree,Agree,Good,0,4,4,4,4,4,4,4,2,4,2,4,4,2,4
11769629,11/9/2023 14:20,11/9/2023 14:23,11/9/2023 14:23,225,100,TRUE,IP Address,39.7362,-121.8378,Drug Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Petition,Elect supportive public officials",,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Good,0,4,4,4,4,4,4,4,4,4,5,4,4,4,5
11999404,11/9/2023 16:43,11/9/2023 16:51,11/9/2023 16:51,453,100,TRUE,IP Address,39.7362,-121.8378,Climate Change Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,I am capable of creating change in my community.,,"Petition,Write a letter to a government offical,2",Social media for digital advocacy,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Good,0,5,4,5,5,4,4,2,4,2,4,4,4,4,5
11450518,11/9/2023 17:11,11/9/2023 17:43,11/9/2023 17:43,1922,100,TRUE,IP Address,39.7272,-121.8129,Firearm Policy,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.",,"Lobby government officials,Social media for digital advocacy,Elect supportive public officials","Petition,Write a letter to a government official",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,2,5,5,5,1,5,5,4,5,5,5,5,5,5
11354084,11/9/2023 18:30,11/9/2023 18:34,11/9/2023 18:34,245,100,TRUE,IP Address,39.7272,-121.8129,Reproductive Health Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,Organize a public demonstration","Write a letter to the editor,Petition,Write a letter to a government official",Agree,,Agree,Strongly Agree,Agree,Agree,Good,1,5,4,5,5,5,5,4,5,4,,4,5,4,4
15518820,11/2/2023 22:14,11/2/2023 22:15,11/9/2023 21:15,60,21,FALSE,IP Address,,,,,,,,,,,,,,,,,,,,,,,,High_Missing,15,,,,,,,,,,,,,,
11572640,11/9/2023 21:38,11/9/2023 21:41,11/9/2023 21:41,197,100,TRUE,IP Address,39.7362,-121.8378,"Food, Agriculture, and Animal Policy",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Other people are interested in my ideas.,,I know at least one way to create change in my community.,,"Social media for digital advocacy,Petition,2",Elect supportive public officials,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,5,5,4,4,5,2,1,4,4,4,4,4,4
11552386,11/9/2023 22:09,11/9/2023 22:12,11/9/2023 22:12,187,100,TRUE,IP Address,39.7362,-121.8378,K-12 & Higher Education Policy,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Organize a public demonstration,2","Petition,Elect supportive public officials",Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Good,0,4,4,5,4,4,5,5,4,4,5,4,5,4,4
11838789,11/2/2023 23:10,11/2/2023 23:12,11/9/2023 22:13,121,29,FALSE,IP Address,,,LGBTQIA+ Policy,,,,,,,,,,,,,,,,,,,,,High_Missing,14,,,,,,,,,,,,,,
12020594,11/2/2023 23:11,11/2/2023 23:12,11/9/2023 22:18,106,79,FALSE,IP Address,,,Immigration Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,I can talk about my research with expertise.,,I am capable of creating change in my community.,,"Lobby government officials,Organize a public demonstration,2",,,,,,,,High_Missing,6,4,5,5,5,5,5,5,2,,,,,,
11785827,11/2/2023 23:27,11/2/2023 23:29,11/9/2023 22:29,105,79,FALSE,IP Address,,,Firearm Policy,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,"Petition,Organize a public demonstration,2",,,,,,,,High_Missing,6,4,4,4,5,4,1,1,1,,,,,,
11513841,11/2/2023 23:39,11/2/2023 23:40,11/9/2023 22:40,63,36,FALSE,IP Address,,,Climate Change Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,,,,,,,,,,,,,High_Missing,6,5,5,5,5,5,4,5,4,,,,,,
11643867,11/2/2023 23:48,11/2/2023 23:52,11/9/2023 22:52,250,36,FALSE,IP Address,,,Immigration Policy,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,,,,,,,,,,,,,High_Missing,6,1,2,2,2,2,4,4,2,,,,,,
12010909,11/3/2023 12:15,11/3/2023 12:17,11/10/2023 11:17,126,36,FALSE,IP Address,,,Immigration Policy,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,,,,,,,,,,,,,High_Missing,6,4,2,4,4,4,2,4,2,,,,,,
8796399,11/3/2023 0:08,11/3/2023 13:30,11/10/2023 12:30,48092,79,FALSE,IP Address,,,Immigration Policy,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,"Other people are interested in my ideas.,I learned a lot about my policy topic this semester.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Petition,Organize a public demonstration,Write a letter to a government offical",,,,,,,,High_Missing,6,1,4,4,4,4,2,5,1,,,,,,
11846433,11/10/2023 14:07,11/10/2023 14:10,11/10/2023 14:10,224,100,TRUE,IP Address,39.7362,-121.8378,K-12 & Higher Education Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",different groups i could go too for information,I am a member of the city of Chico community.,,"Lobby government officials,Write a letter to a government offical,2",Petition,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12166285,11/10/2023 17:40,11/10/2023 17:48,11/10/2023 17:48,504,100,TRUE,IP Address,39.7362,-121.8378,Cost of Living Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,Elect supportive public officials","Organize a public demonstration,Write a letter to a government official",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,5,5,5,5,5,5,4,4,4,4,4,4,4
11951122,11/8/2023 14:28,11/11/2023 0:35,11/11/2023 0:35,209228,100,TRUE,IP Address,39.7362,-121.8378,"Food, Agriculture, and Animal Policy",Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,I learned a lot about my policy topic this semester.,,I am capable of creating change in my community.,,"Social media for digital advocacy,Write a letter to a government offical,2",,Disagree,Agree,Agree,Agree,Agree,Disagree,Good,0,4,4,5,4,4,4,4,4,2,4,4,4,4,2
12042629,11/10/2023 22:36,11/11/2023 14:55,11/11/2023 14:55,58770,100,TRUE,IP Address,37.7771,-122.406,K-12 & Higher Education Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,I know at least one way to create change in my community.,,"Social media for digital advocacy,Petition,Organize a public demonstration,2",Write a letter to a government official,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,5,5,5,5,5,5,5,4,4,4,4,4,4
10808344,11/11/2023 15:41,11/11/2023 15:45,11/11/2023 15:45,236,100,TRUE,IP Address,39.7272,-121.8129,Cost of Living Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,Write a letter to a government offical","Elect supportive public officials,Organize a public demonstration",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,4,5,5,4,5,5,5,5,5,5,5,5,5
11490129,11/11/2023 16:25,11/11/2023 16:28,11/11/2023 16:28,179,100,TRUE,IP Address,39.7362,-121.8378,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,I am capable of creating change in my community.,,"Organize a public demonstration,Write a letter to a government offical,2",Organize a public demonstration,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Good,0,5,5,5,4,5,5,5,4,4,5,4,4,4,4
11277930,11/11/2023 19:14,11/11/2023 19:16,11/11/2023 19:16,124,100,TRUE,IP Address,39.7272,-121.8129,Homelessness Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,Organize a public demonstration","Write a letter to the editor,Elect supportive public officials,Write a letter to a government official",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,4,5,5,2,5,5,5,5,5,5,5,5,5
11434489,11/7/2023 12:19,11/11/2023 19:33,11/11/2023 19:33,371638,100,TRUE,IP Address,39.7362,-121.8378,K-12 & Higher Education Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Elect supportive public officials,2","Lobby government officials,Organize a public demonstration",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11943075,11/11/2023 19:58,11/11/2023 20:06,11/11/2023 20:06,497,100,TRUE,IP Address,39.7362,-121.8378,Drug Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.",,"Lobby government officials,Social media for digital advocacy,Petition","Write a letter to the editor,Elect supportive public officials,Organize a public demonstration,Write a letter to a government official",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5
11568909,11/12/2023 11:45,11/12/2023 11:51,11/12/2023 11:51,349,100,TRUE,IP Address,39.7362,-121.8378,Homelessness Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,I am capable of creating change in my community.,,"Lobby government officials,Organize a public demonstration,2",Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12099140,11/12/2023 13:42,11/12/2023 13:45,11/12/2023 13:45,180,100,TRUE,IP Address,39.7272,-121.8129,Reproductive Health Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Elect supportive public officials,Organize a public demonstration",Petition,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,4,5,5,5,5,5,5,4,4,4,4,4,4
11023871,11/12/2023 17:22,11/12/2023 17:26,11/12/2023 17:26,221,100,TRUE,IP Address,39.7362,-121.8378,Drug Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.",,"I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,Elect supportive public officials,Write a letter to a government offical,2","Write a letter to the editor,Social media for digital advocacy,Petition,Organize a public demonstration",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11595884,11/12/2023 18:14,11/12/2023 18:19,11/12/2023 18:19,312,100,TRUE,IP Address,39.7272,-121.8129,Firearm Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,Organize a public demonstration",Write a letter to a government official,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,4,4,5,5,5,5,5,5,5,5,5,5,5
10205872,11/12/2023 18:20,11/12/2023 18:28,11/12/2023 18:28,460,100,TRUE,IP Address,39.7272,-121.8129,Drug Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,I have ideas that are worth sharing.,,I am capable of creating change in my community.,,"Social media for digital advocacy,Petition,2",Lobby government officials,Agree,Agree,Agree,Agree,Agree,Agree,Good,0,4,5,5,5,5,4,2,4,4,4,4,4,4,4
11861955,11/6/2023 14:01,11/12/2023 18:40,11/12/2023 18:40,535137,100,TRUE,IP Address,39.7362,-121.8378,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Social media for digital advocacy,Petition,Organize a public demonstration",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11838113,11/12/2023 20:55,11/12/2023 20:58,11/12/2023 20:58,222,100,TRUE,IP Address,37.3313,-121.8401,Homelessness Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,"I am a member of the city of Chico community.,I am capable of creating change in my community.,I know at least one way to create change in my community.",,"Lobby government officials,Social media for digital advocacy,Elect supportive public officials","Write a letter to the editor,Petition,Organize a public demonstration",Agree,Agree,Agree,Agree,Agree,Agree,Good,0,5,4,5,5,5,5,5,5,4,4,4,4,4,4
