Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Year Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.",The Town Hall Meeting is useful for sharing ideas and involving campus and community members in a discussion of those ideas.,"I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What was your biggest takeaway from your Breakout room discussion?,Which three action stations did you choose to do at the Action Symposium?,"Which, if any, of the action stations did you want to participate in but were not able to?","In preparation for the Town Hall Meeting, I feel an increased connection to Chico State and larger Chico community.","In participating in the Town Hall Meeting event, I feel an increased connection to Chico State and larger Chico community.","In preparation for the Town Hall Meeting, I feel that my confidence in my academic ability increased.","In participating in the Town Hall Meeting event, I feel that my confidence in my academic ability increased.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","In participating in the Town Hall Meeting event, I have increased my confidence and ability to affect change in my community.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","Because of my participation in the Town Hall Meeting event, I feel more likely to succeed in future courses.",Knowing I was participating in the Town Hall Meeting event changed my approach to my POLS 155 coursework.,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
4/17/2023 22:46,4/17/2023 22:47,IP Address,75.4.35.117,100,91,TRUE,4/17/2023 22:47,R_1jZbND2Xvwg7Pxr,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11146916,11146916,Drug Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,"Write a letter to the editor,Organize a public demonstration,A letter to a government official","Lobbying government officials,Petition",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,
4/17/2023 22:33,4/17/2023 22:48,IP Address,132.241.174.166,100,868,TRUE,4/17/2023 22:48,R_2Ent3Gg7GuIvtil,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11044203,11044203,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A collaboration of ideas between like-minded people,More reasons that reproductive bodily autonomy is important,"Write a letter to the editor,Elect supportive public officials,A letter to a government official",Social media for digital advocacy,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Nothing,It was a required course
4/17/2023 22:40,4/17/2023 22:48,IP Address,167.224.113.230,100,467,TRUE,4/17/2023 22:48,R_3xyEvXJuA0OPN0R,,,,,39.1061,-121.6159,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11772151,11772151,Immigration Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"town hall meeting made me meet new people as well as give me an opportunity to share my point of view regarding my policy topic, as well as let me listen to others point of view. ",no takeaway ,"Lobbying government officials,Social media for digital advocacy,Petition","Write a letter to the editor,A letter to a government official",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,nothing,class requirement 
4/17/2023 22:43,4/17/2023 22:48,IP Address,73.116.75.19,100,345,TRUE,4/17/2023 22:48,R_3KUxJcrYWlsNjVC,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11179494,11179494,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,For me it was to be comfortable to speak about certain topics with others that may have different opinions.,That we all had some similar ideas.,"Write a letter to the editor,Petition,Organize a public demonstration",,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,N/A,G.E
4/17/2023 22:49,4/17/2023 22:54,IP Address,73.12.154.165,100,302,TRUE,4/17/2023 22:54,R_2dMeSLdOfaIVnax,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11700027,11700027,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was a great way for normal students like me to talk about real policy issues and it made everyone try and come up with a solution. I liked that.,That policy issues are a lot easily tackle with a group of people who all conducted their own research,"Lobbying government officials,Social media for digital advocacy,Elect supportive public officials","Write a letter to the editor,Petition,Organize a public demonstration,A letter to a government official",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I couldn't do anything to make it better than it was.,It seemed like a good way to keep me engaged in the class.
4/17/2023 22:36,4/17/2023 22:58,IP Address,98.36.24.154,100,1317,TRUE,4/17/2023 22:58,R_3EWNsFIkziJ5Er6,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10758294,10758294,Drug Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The town hall to me meant being able to come together and seek different perspectives on a communal topic.,The biggest takeaway from the breakout room was that I was able to hear very similar topics to mine but with parts that were different due to the research they did which I loved.,"Write a letter to the editor,Social media for digital advocacy,Petition","Lobbying government officials,Elect supportive public officials,Organize a public demonstration,A letter to a government official",Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,nothing I loved the way it was setup up this year. Thank you ,It was a section that was required for me in credits but I am glad I am taking it 
4/17/2023 22:56,4/17/2023 22:59,IP Address,132.241.174.205,100,123,TRUE,4/17/2023 22:59,R_2Phc9ZkfCAwjbW7,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11169094,11169094,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The Town hall mean to me that I can speak freely with knowledge about problems with people who may or may not have the same ideals. Makes it more engaging ,My biggest take away ,"Write a letter to the editor,Organize a public demonstration,A letter to a government official",Petition,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,It was apart of my GE courses 
4/17/2023 22:56,4/17/2023 23:01,IP Address,132.241.174.12,100,323,TRUE,4/17/2023 23:01,R_12LscrmaZcdIp72,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11604204,11604204,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,It helped me have stronger evidence and different point of view in my argument. ,One mind is greater than one. I learned so much for so many people and I love how every is passionate about their topic. ,"Write a letter to the editor,Petition,Organize a public demonstration","Lobbying government officials,Social media for digital advocacy,Elect supportive public officials",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Maybe a bit shorter. ,Required Class 
4/17/2023 23:01,4/17/2023 23:03,IP Address,98.208.96.208,100,130,TRUE,4/17/2023 23:03,R_2WVAkMHVXdQWmbK,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10608443,10608443,Firearm Policy,Strongly Agree,Agree,Agree,Strongly disagree,Agree,Agree,my favorite thing ever,guns are bad,Lobbying government officials,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,
4/17/2023 22:54,4/17/2023 23:04,IP Address,132.241.174.62,100,602,TRUE,4/17/2023 23:04,R_3smMM1vp9iYm0k9,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11361286,11361286,Firearm Policy,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,It was a way for me to connect with other students who have my same view point on certain topics without being scared of hearing my own thoughts,"It is always good to participate in your breakout room because even if you are so scared of people judging your opinions it will actually help you answer your own questions and doubts about your policy topic, also be prepared well so you can share your opinions towards and against what people say","Social media for digital advocacy,Organize a public demonstration,A letter to a government official","Write a letter to the editor,Petition,Elect supportive public officials",Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Probably adding more time to the breakout rooms and not so much for the intro ceremony,I wanted to learn more about the class and wanted to be able to talk in a THM with people without it being awkward 
4/17/2023 23:04,4/17/2023 23:08,IP Address,132.241.174.218,100,261,TRUE,4/17/2023 23:08,R_3KOWOysDCJDGixD,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11608507,11608507,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,It was mainly for the grade but it was nice to hear and see other people with thoughts about a topic that we were both interested in.,It was jsut nice to hear other peoples perspectives and give me more of an inside to my topic.,"Write a letter to the editor,Social media for digital advocacy,A letter to a government official","Elect supportive public officials,Organize a public demonstration",Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,,
4/17/2023 22:45,4/17/2023 23:09,IP Address,132.241.174.7,100,1449,TRUE,4/17/2023 23:09,R_1ousttKCpksSoDy,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11655255,11655255,Criminal Justice Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It helped me open my mind to new topics and showed me that there are other things going on in the world. ,"We mainly talked about the homelessness that's going on in the world, and things we think the government should do to lessen the amount of homeless people, and try to prevent the amount of homeless people from increasing. ","Social media for digital advocacy,Petition,A letter to a government official","Write a letter to the editor,Elect supportive public officials,Organize a public demonstration",Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,"I enjoyed participating in the town hall discussions, the only thing I say should've been brought up more is the topic on Criminal Justice. I feel like its not talked about enough and needs more attention","I enjoy talking about Criminal Justice, and I seen that I will be able to learn and get a better understanding of that topic if I take this class."
4/17/2023 23:06,4/17/2023 23:13,IP Address,132.241.174.170,100,392,TRUE,4/17/2023 23:13,R_0OpD7JSYcb8AMMx,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11513542,11513542,Drug Policy,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,It just showed everyones different opinions  ,Narcan should be accessible for everyone. ,"Write a letter to the editor,Social media for digital advocacy,A letter to a government official",Organize a public demonstration,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Doesn't need to be so long half the time I was sitting around.,Because its required.
4/17/2023 23:03,4/17/2023 23:14,IP Address,132.241.174.194,100,659,TRUE,4/17/2023 23:14,R_W0WVE3VGMwrbkbL,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11391680,11391680,Firearm Policy,Agree,Agree,Agree,Agree,Agree,Agree,The town hall meeting really broaded my knowledge on the firearm topic. I was nice to hear everyone's views and participation.,My biggest takeaway is how much I can think out of the box and think of new policy ideas.,"Lobbying government officials,Write a letter to the editor,Petition",,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,I think the Town Hall was good but the very beginning was a little long which made the discussion breakout rooms who by very fast,I wanted to be able to do research on a topic and be able to constantly do assignments about it instead of just doing research once and being over it
4/17/2023 23:11,4/17/2023 23:14,IP Address,199.48.116.70,100,176,TRUE,4/17/2023 23:14,R_2y1uvlO4tX2YCcI,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11679591,11679591,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Nothing ,Nothing,Lobbying government officials,Petition,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Getting rid of it,Required class
4/17/2023 22:54,4/17/2023 23:15,IP Address,98.244.11.38,100,1260,TRUE,4/17/2023 23:15,R_2uyp2QY4NSJofwD,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10113897,10113897,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was really nice to be able to share and discuss opinions with everyone else.,I was able to piece together how other issues related to the cost of living relate to my topic of rent control.,"Write a letter to the editor,Social media for digital advocacy,Petition",Organize a public demonstration,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,it was a requirement
4/17/2023 23:20,4/17/2023 23:22,IP Address,73.12.155.93,100,166,TRUE,4/17/2023 23:22,R_2tpXPiANvsvqw0x,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11017189,11017189,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I enjoyed the whole process,I learned way more about my topic then I knew before,"Lobbying government officials,Social media for digital advocacy,Organize a public demonstration",Petition,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,
4/17/2023 23:16,4/17/2023 23:29,IP Address,216.106.153.65,100,796,TRUE,4/17/2023 23:29,R_BPT4EWUFbHIi4GR,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10905909,10905909,LGBTQIA+ Policy,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,It was something I had to do for credit.,Echo chambers aren't just bad they're boring.,"Lobbying government officials,Petition,A letter to a government official",,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"The scale of this event seems like it pointlessly complicates things when we break out into discussion rooms anyways. The action symposium is noisy, too crowded, and just a race to get 3 stamps. Trying to wade through all the people searching for any open spots at table is a headache. This section of the event should really be broken up into smaller chunks of students.",I didn't know it was a Town Hall Section of POLS 155.
4/17/2023 23:20,4/17/2023 23:30,IP Address,73.116.109.32,100,558,TRUE,4/17/2023 23:30,R_1HbiRRNTNIS8Zoj,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11784891,11784891,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,I got motivation and understood how important to engage in politic. ,"I did not know politician listen voters if we send letters or call them. Also, petition works significant. joining politic is important.","Write a letter to the editor,Petition,A letter to a government official","Social media for digital advocacy,Organize a public demonstration",Neutral,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,The discussion could be improved. We did not know what we should discuss. I hope we can prepare for it more,I had to
4/17/2023 23:30,4/17/2023 23:34,IP Address,73.41.144.235,100,219,TRUE,4/17/2023 23:34,R_1LONFpzLzkWyBlc,,,,,39.2079,-120.999,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11044762,11044762,Firearm Policy,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,It meant talking about modern-day problems and coming up with solutions. ,That not everyone sees the problems as I do. ,"Social media for digital advocacy,Petition,Elect supportive public officials",,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Maybe more topics that aren't as well known. ,It's a requirement. 
4/17/2023 23:31,4/17/2023 23:38,IP Address,132.241.216.22,100,405,TRUE,4/17/2023 23:38,R_1prqvBMqjmyEi3Q,,,,,34.123,-117.8988,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11510669,11510669,Healthcare Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"The THM meant a lot to me, it was great being able to see and hear all of the ideas that my generation has as well as an older generation which was pretty much in line with mine. It was great to see most of us thinking and wanting the same thing for this country. ",My biggest takeaway is that everybody agree we need a universal health care system in this country and that is pretty much first on everybody's lists. ,"Write a letter to the editor,Petition,Elect supportive public officials",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I feel like there should be an option to stay within your topic and an option to mix with other topics to get a taste of other topics' problems and solutions. But it should be your choice which you want to participate in. ,"Honestly, I didn't know that there were different options, I knew to sign up for POLS 155, so I chose the time for the class and that was it. "
4/17/2023 23:33,4/17/2023 23:41,IP Address,132.241.174.19,100,458,TRUE,4/17/2023 23:41,R_WdIpWXNrPNlClEZ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11439689,11439689,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Agree,I was able to get my ideas out there and discuss solutions to fix the issue. ,My biggest takeaway was that there were so many ideas on ways that people could make a change and fix their issue if people make their voices heard. ,"Lobbying government officials,Social media for digital advocacy,Organize a public demonstration",Petition,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Maybe make the discussion portion of the event shorter because everyone was done discussing about their policies pretty quickly and were just left sitting there. ,"Honestly, I didn't know this was a Town Hall Section. "
4/17/2023 23:32,4/17/2023 23:45,IP Address,132.241.174.66,100,819,TRUE,4/17/2023 23:45,R_4O6t78NgKEH6JfH,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11470525,11470525,Criminal Justice Policy,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,It was a good experience seeing new events that go on during the semester. Also it was nice hearing other students opinion on criminal justices ,We all agreed with each others opinion and talked about how we could improve in ,"Lobbying government officials,Elect supportive public officials,Organize a public demonstration","Social media for digital advocacy,Petition,Elect supportive public officials",Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,As my first town hall it was good how it was i enjoyed it and had a good time ,I had a talk with some friends that had POLS 155 and got the idea from them.
4/17/2023 23:43,4/17/2023 23:49,IP Address,76.137.142.10,100,317,TRUE,4/17/2023 23:49,R_3n0BpVkI1kDzPlZ,,,,,39.1252,-121.6589,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10801948,10801948,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Meeting with students and moderators all wanting to share and listen to opinions on a chosen subject. Mine being healthcare.,That tghe united states spends almost double the amount of every other country on healthcare and we still have many flaws.,"Lobbying government officials,Write a letter to the editor,A letter to a government official","Social media for digital advocacy,Elect supportive public officials",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Less time waiting for the event to start. ,I had heard about the town hall and was excited to participate.
4/17/2023 23:43,4/17/2023 23:49,IP Address,132.241.174.242,100,380,TRUE,4/17/2023 23:49,R_0ILC3CoGkvVkYLv,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11369840,11369840,Drug Policy,Agree,Disagree,Agree,Agree,Agree,Disagree,"nothing, the participation was minimal so it seemed redundant.",that it's much harder to do some of our ideas than we think,"Write a letter to the editor,Social media for digital advocacy,Elect supportive public officials",,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,make it shorter and less introductions ,i thought it was required
4/17/2023 23:42,4/17/2023 23:50,IP Address,98.208.19.234,100,487,TRUE,4/17/2023 23:50,R_rlO1xe1Wxv0LyBr,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10959326,10959326,"Food, Agriculture, and Animal Policy",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,I was not excited at first but I’m still happy that I went bc I learned a lot and I think it was a kinda cool event in the end. ,My biggest takeaway from the breakout room discussion probably was the hearing about the policy from a different view. Like I focused mine on animals and another student was talking about the agriculture/food. ,"Lobbying government officials,Elect supportive public officials,A letter to a government official","Petition,Organize a public demonstration",Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,Maybe some more whole  group discussion ,Because it’s required for undergrad
4/17/2023 23:49,4/17/2023 23:54,IP Address,132.241.174.91,100,302,TRUE,4/17/2023 23:54,R_2uBuOJrimeuI0AL,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11514426,11514426,Housing and Homelessness Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It meant people getting together and being able to share and discuss a topic that we are very passionate about. Being able to research and talk with professionals in a topic is always important.,That it’s way harder than we think to support the homeless with affordable housing. There are way more problems than we thought.,"Lobbying government officials,Social media for digital advocacy,A letter to a government official",Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Nothing it was great.,I wanted to learn more about how we can make a change in our local government.
4/10/2023 23:55,4/10/2023 23:55,IP Address,132.241.174.171,4,13,FALSE,4/17/2023 23:55,R_1NfRfPsoS9d4BKB,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2023 23:38,4/17/2023 23:57,IP Address,98.208.20.167,100,1148,TRUE,4/17/2023 23:57,R_yJRoArsmmdYzhE5,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11196992,11196992,Firearm Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,"What Town Hall Meeting meant to mean was being able to discuss the same political issue we choose i the very beginning if the semester and based on research we gather, as students express and find ideas to our solution.",Trying to find solutions to our talking points and consultants helping us take the first step and observing the consequences.,"Write a letter to the editor,Social media for digital advocacy,Organize a public demonstration","Lobbying government officials,Elect supportive public officials",Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,"Maybe possibly, bring in a catering to all POLS 155 students to a little eating before TOWN HALL begins because it is 4 hours long",For my General Elective
4/17/2023 23:58,4/18/2023 0:02,IP Address,132.241.174.29,100,244,TRUE,4/18/2023 0:02,R_1LSyUGCEiAb3bDq,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11580284,11580284,Firearm Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,It meant learning the opinions of my peers and a deeper meaning into my policy topic.,"My biggest take away was that you can’t have fully one thing your way when there is another way, you must compromise.","Lobbying government officials,Social media for digital advocacy,Organize a public demonstration","Petition,A letter to a government official",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,More debating.,For my major and to learn more about the politics of my country.
4/18/2023 0:01,4/18/2023 0:04,IP Address,132.241.174.196,100,183,TRUE,4/18/2023 0:04,R_UGVVrloo5sEM7DP,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11439871,11439871,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was a great environment to have academic conversations ,How differently we can read and understandlaws ,"Lobbying government officials,Write a letter to the editor,Elect supportive public officials",Petition,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Because i wanted to experience first hand how government deals with things 
4/18/2023 0:06,4/18/2023 0:16,IP Address,107.216.178.237,100,626,TRUE,4/18/2023 0:16,R_3IRUPQ0SC5fm3ui,,,,,39.1252,-121.6589,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11386246,11386246,Cost of Living and Poverty Policy,Agree,Agree,Strongly Agree,Agree,Agree,Agree,It was an unexpectedly fun event where I could here the thoughts of some of my classmates and engage in discussions with people I didn’t really know. It was also fun to share my thoughts and get feedback on it especially from Professor Dwyre herself. ,Some people were really passionate about their policy topic and many involved their own experiences into the discussions.,"Petition,Elect supportive public officials,Organize a public demonstration",Social media for digital advocacy,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,The format of the action symposium was awkward. There were small tables and it was difficult to read the signs of what table you were going to. The stamp format also makes it feel like students are only listening to get a stamp.,"Honestly, I didn’t know there was a difference. This section fit my schedule and figured it would be the same thing. "
4/18/2023 0:17,4/18/2023 0:25,IP Address,98.208.41.140,100,524,TRUE,4/18/2023 0:25,R_3kG11dAvWCBMmc0,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11187424,11187424,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I think it’s a great thing that the Town Hall Meeting allows students to become more involved in the issues going on in todays world.,I learned a lot of new perspectives during the discussion and I learned about the interest groups that support the policy topic.,"Social media for digital advocacy,Petition,Organize a public demonstration",Elect supportive public officials,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,I feel like it was done pretty well.,Requirement in order to graduate.
4/18/2023 0:22,4/18/2023 0:27,IP Address,132.241.174.24,100,256,TRUE,4/18/2023 0:27,R_5Bzf073uOh9OFqN,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11447801,11447801,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,It meant a lot because it was nice to see everyone well informed.,I learned more about where to get involved.,"Write a letter to the editor,Elect supportive public officials,Organize a public demonstration","Lobbying government officials,Petition,A letter to a government official",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Maybe having the discussions amongst the peers in small groups be more lead and on topic.,I am a pols major.
4/18/2023 0:24,4/18/2023 0:29,IP Address,132.241.174.61,100,332,TRUE,4/18/2023 0:29,R_2vkssr9pDi6Tl8G,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11582507,11582507,Drug Policy,Agree,Strongly Agree,Agree,Agree,Agree,Agree,It meant learning about others points of view on these matters and why it’s important to them. ,How hard funding would be to require. ,"Social media for digital advocacy,Petition,A letter to a government official",Organize a public demonstration,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Getting a chance to hear other policies and their outside voices on ours. ,I really thrive with hands on learning. 
