Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.","The
Town Hall Meeting is useful for sharing student ideas and involving campus and
community members in a discussion of those ideas.","I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
11/7/2022 11:25,11/7/2022 11:28,IP Address,132.241.174.83,100,157,TRUE,11/7/2022 11:28,R_1FaFvCjOLKJqogR,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11371257,11371257,Cost of Living and Poverty Policy,Agree,Agree,Agree,Agree,Agree,Agree,It meant a bunch of students who had different ideas of how to help others affected by our policy issue. ,More organized!,I wanted to learn about our local government.
11/7/2022 11:47,11/7/2022 11:49,IP Address,76.127.68.220,100,127,TRUE,11/7/2022 11:49,R_2tlLMczqKhz0mwE,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10592479,10592479,Climate Change and Environmental Policy,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Information to make an impact,Check ins,To explore my options on how a student can make political change
11/7/2022 11:55,11/7/2022 11:58,IP Address,132.241.174.243,100,172,TRUE,11/7/2022 11:58,R_31WAgkfItydkm4L,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11368059,11368059,Criminal Justice Policy,Agree,Agree,Agree,Agree,Agree,Agree,I was an opportunity to talk about ways to have my policy solution implemented into society. It was also to learn about other peoples solutions and obstacles. ,The check in process.,It fit into my schedule.
11/7/2022 12:32,11/7/2022 12:34,IP Address,132.241.174.246,100,118,TRUE,11/7/2022 12:34,R_1LzIqxIaUcZOWyS,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11179273,11179273,Housing and Homelessness Policy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,,,"town hall assignment number 6, a pen, pencil and a jacket "
11/7/2022 12:33,11/7/2022 12:43,IP Address,132.241.174.132,100,601,TRUE,11/7/2022 12:43,R_3JgZ2o3GagjnEp1,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11129951,11129951,Immigration Policy,Agree,Agree,Agree,Agree,Strongly Agree,Agree,"First, those are just dummy events. I didn't want to attend it, but I wanted to pass the class. After Town Hall, I wasn't that bad; I loved it. ","Dress code, everyone dressing professionally. ","To Pass the Class and GE requirements, since I'm a History major, I love the class, and the History I'm into is US History. "
11/7/2022 12:55,11/7/2022 13:03,IP Address,71.195.162.8,100,471,TRUE,11/7/2022 13:03,R_3nkklhPYlIL1p2L,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10726834,10726834,Housing and Homelessness Policy,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Being a college student and seeing the problems facing our community sometimes you feel like you can't do anything to make change. I think town hall is a good experience because it gives students ideas of how to make changes to their community and that it is easier to organize than one might think,"The checking in portion before the event started took a lot longer than I thought it would. The action imposium thing seemed kind of rushed because a lot of the students just wanted to get out of there, maybe having incentives for people to stay there and actually listen might help",I had previously taken POLS155 during the online year but didn't do too well on it. I decided to retake it. I felt like actually having the town hall in person was a much better experience.
11/7/2022 13:06,11/7/2022 13:08,IP Address,76.137.148.156,100,107,TRUE,11/7/2022 13:08,R_3NKSwg6J0DoGXT4,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10659559,10659559,Cost of Living and Poverty Policy,Agree,Agree,Agree,Agree,Agree,Agree,It was nice to share the thoughts of the research I have been collecting the whole semester.,,Requirement
11/7/2022 13:04,11/7/2022 13:08,IP Address,132.241.174.57,100,229,TRUE,11/7/2022 13:08,R_2S2ho6cZxU4g6OA,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10918480,10918480,Climate Change and Environmental Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,I enjoyed hearing other students ideas for ways to help with our changing climate. I also liked being able to talk to consultants who know how we can start to implement these ideas and who to talk to on the government level.,I think the first part were we all went into the large room was a little wasteful of time since it caused us to start 30 minutes after it was supposed to start,"I took it because it is a pre requisite for my major, I also enjoy learning about politics since it is a big part of our country"
11/7/2022 13:07,11/7/2022 13:13,IP Address,98.208.43.173,100,387,TRUE,11/7/2022 13:13,R_3MtgyYDzm4Koqdm,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11018957,11018957,Healthcare Policy,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,"The town hall meeting is a good idea in theory but not all college students are interested in politics so they half-ass the work. So when you have groups with people who did the work and others who didn't it creates this environment where no one wants to discuss. What was worse is that the moderators tried making everyone to talk which created a tension since some didn't wanna talk. Over it was very disorganized and overall I felt it was a waste of my time as I didn't really learn anything other than insulin costs too much, we need affordable healthcare, and that the VA needs to be improved. You asked what it means and this is my honest answer but thank you for listening.",I have said all I have needed to say in the previous textbox.,I took this class because it qualified for one of my general education courses
11/7/2022 13:36,11/7/2022 13:41,IP Address,132.241.174.27,100,303,TRUE,11/7/2022 13:41,R_21hPsvAaRDiRgnT,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11185643,11185643,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Town Hall was an opportunity for me to bring light to political issues I am passionate about while being able to grow my own ideas based off of the ideas of others.,"The sign in process was not organized. There were not enough seats for everyone to participate in the final town hall activity. 
",POLS 155 is a requirement. I don't think I was aware the Town Hall section was included.
11/7/2022 13:42,11/7/2022 13:49,IP Address,132.241.174.24,100,401,TRUE,11/7/2022 13:49,R_DCrevMu8MSxDe4V,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11695308,11695308,Reproductive Health Policy,Disagree,Disagree,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,"It was inconvenient and could have been a zoom meeting. I am immunocompromised and it was unnerving to be in that large of an unmasked crowd and I was required to be there so I couldn't do anything about it. It also was useless because I didn't learn anything new and the groups were by topic so everyone else had the same research as you. It was also late and inconvenient for those that live off campus, I had to take the bus there and back and it ran so late that I didn't get home until 9:45 which is not ideal for a school required event. It also seemed like busy work and was not anything innovative in terms of ways to facilitate actionable change. ",Make it a zoom session. ,Because it was required.
11/7/2022 14:03,11/7/2022 14:05,IP Address,132.241.174.225,100,135,TRUE,11/7/2022 14:05,R_3q8tlUFqRukpDJA,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11482225,11482225,Climate Change and Environmental Policy,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,Line before entering ,Mandatory
11/7/2022 14:03,11/7/2022 14:08,IP Address,132.241.174.176,100,250,TRUE,11/7/2022 14:08,R_24BG3hGbsSkk0Ne,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11405525,11405525,Housing and Homelessness Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I loved getting to connect to the consultants and other members of the community that shared my passion in my policy group!,The organization of check in could be improved drastically. Possibly by just having people come at different times based on last name rather than expecting hundreds of students to come at the same time and know where they're supposed to go. ,My advisor recommended it. 
11/7/2022 14:26,11/7/2022 14:31,IP Address,132.241.174.230,100,264,TRUE,11/7/2022 14:31,R_3LeaAu2Rx317nVb,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11440326,11440326,Drug Policy,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,It allowed me to learn a lot about drug related issues in the U.S especially. I had in depth conversations with my peers giving me a new perspective on multiple topics relating to laws and policies on drugs. ,Improving the organization and timeliness of check-in in the begging. ,I took it to further my knowledge on government. 
11/7/2022 14:31,11/7/2022 14:35,IP Address,132.241.174.223,100,233,TRUE,11/7/2022 14:35,R_xauIfzNFiiGO8zn,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11024469,11024469,Housing and Homelessness Policy,Agree,Agree,Agree,Strongly Agree,Agree,Agree,"It was nice to see how my ideas panned out compared to others, and to see that my policy topic was one that generated genuine interest amongst others.","At the end it seemed a little chaotic, maybe limit the amount of people inside the auditorium to those that will fit at tables and then have more people come in as the people who are done are exiting.",I wanted to be able to learn more about the policy topic I chose and a lot of people told me that it was interesting and informative.
11/7/2022 15:17,11/7/2022 15:21,IP Address,132.241.243.247,100,211,TRUE,11/7/2022 15:21,R_3Rg8PM4Iupd5BZv,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11497370,11497370,Higher Education Policy,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,it was a fun little interactive project. we got to discuses our work in our POLS classes ,better lines for our nametags,policy problems can be worked on even if your not a member of government
11/7/2022 15:40,11/7/2022 15:45,IP Address,132.241.174.110,100,284,TRUE,11/7/2022 15:45,R_3HY7omjRXdroDD0,,,,,37.9269,-122.3313,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11425870,11425870,Reproductive Health Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,"I didn't know what doing all that work throughout the semester was for but now that we did Town Hall, I think that all that work was useful and meaningful.",Maybe give us students more of a look at what is going to happen at town hall. I felt very confused and lost a lot of the time. ,It was a GE requirement.
11/7/2022 9:39,11/7/2022 15:59,IP Address,98.51.9.172,100,22779,TRUE,11/7/2022 15:59,R_2wGodWzo5oBC3K6,,,,,38.6226,-121.3885,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10329138,10329138,Healthcare Policy,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,"I attended purely because I was required, it meant an evening doing some I would rather not have. That being said it could have been worse ","I don't know how feasible it is, but I would have preferred it earlier in the day ",It fit my schedule best.
11/7/2022 16:08,11/7/2022 16:12,IP Address,73.116.111.182,100,241,TRUE,11/7/2022 16:12,R_1HergVTM8RPmzzA,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10919871,10919871,Climate Change and Environmental Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,It was just helpful on what I should be researching.,Have the coordinators be a lot more educated on what they are supposed to have the students do.,General Ed Required
11/7/2022 16:38,11/7/2022 16:44,IP Address,132.241.174.135,100,323,TRUE,11/7/2022 16:44,R_3ER0f9wBEcK2DEn,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11440287,11440287,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The Town Hall Meeting allowed me to share my ideas and see others perspective on an issue that we all feel strongly about. ,I believe that getting everyone in the doors faster could improve the meeting.,"I took this class because it is a required class.
"
11/7/2022 16:53,11/7/2022 16:56,IP Address,132.241.174.49,100,227,TRUE,11/7/2022 16:56,R_0wHjo8KAazRNjON,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11746775,11746775,Firearm Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,It was a way to collaborate with others on a similar topic and learn a lot from people that are experienced in the field. It was way different than I expected but was a good experience. ,Somehow make the lines move quicker so entry doesn't take as long.,I did not know there were other sections of POLS 155 until now. 
11/7/2022 10:47,11/7/2022 18:21,IP Address,132.241.174.54,100,27222,TRUE,11/7/2022 18:21,R_31RvyLgIjxX93th,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11473892,11473892,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,I really enjoyed Town Hall and was really nervous about the whole thing but it was very easy to understand and participate in. I felt like it was important for me to experience an outside of the classroom real experience like that. ,Not so late ,Because it was recommended to me by other people and seemed more fun than the other one. 
11/7/2022 18:19,11/7/2022 18:22,IP Address,132.241.174.169,100,189,TRUE,11/7/2022 18:22,R_enzABospwr8qe1X,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11506795,11506795,Drug Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Honestly the town hall just ment passing the class and getting my ideas out there.,,graduation requirement.
11/7/2022 20:29,11/7/2022 20:30,IP Address,12.24.53.132,100,83,TRUE,11/7/2022 20:30,R_2A1ldxDftCCMAro,,,,,33.8242,-117.8434,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11443264,11443264,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,It was very informative,it was good,for my major
11/7/2022 21:18,11/7/2022 21:21,IP Address,108.76.186.92,100,199,TRUE,11/7/2022 21:21,R_30crONhsjYAALH8,,,,,39.1061,-121.6159,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11552516,11552516,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,it was a time to showcase what I learned and how I felt about my topic. I enjoyed doing the research and sharing my ideas.,signing in took a long time and we had to be outside in the cold for like 30-40 minutes but that is hard to solve unless there is a virtual sign in and people are given there information prior to THM,it would be a great experience 
11/8/2022 0:00,11/8/2022 0:05,IP Address,76.114.59.94,100,276,TRUE,11/8/2022 0:05,R_2riv1oekyVD5IY1,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11606557,11606557,Climate Change and Environmental Policy,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,"Since I was specific in climate change with wildfire issues, I didn't have many other students to talk to. The ones I did had the same answers as me so it wasn't very productive. The moderators did help though and I overheard them really helping other areas too. I didn't really connect with the action symposium either",More communitee members per class to help diversify the pool of ideas,"It did sound very interesting, but my idea of it was meeting city officials and discussing our policies, not just with each other"
11/8/2022 0:33,11/8/2022 0:36,IP Address,73.220.197.56,100,175,TRUE,11/8/2022 0:36,R_2QgPyWe7GAMp2qU,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11678473,11678473,Housing and Homelessness Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,It meant I had the opportunity to learn more about something I was interested in and the opportunity to learn more from people who were as invested as I was,More time in the breakout groups! Super fun and informative,"I didn’t know there were others and I needed political science credit, i got lucky I guess"
11/4/2022 23:25,11/8/2022 9:04,IP Address,132.241.174.23,100,297523,TRUE,11/8/2022 9:04,R_3KUv9MKSRgWoH4J,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11637419,11637419,Cost of Living and Poverty Policy,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Town Hall meeting meant that everyone got to think and provide a possible solution to make a small or big difference in government.,I think breakout groups could be a little better with communication and having starter questions to answer.,I took it because I was wondering what it would be like.
11/8/2022 10:11,11/8/2022 10:13,IP Address,132.241.174.17,100,135,TRUE,11/8/2022 10:13,R_1oea3DRxsTYxPx1,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10839401,10839401,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was interesting to learn and discuss with other who are passionate about the same subject,I feel like it was way longer than it needed to be. If we all had rooms assigned before it probably would've saved around 2 hours and would have more time to have good discussions.,
11/8/2022 13:18,11/8/2022 13:23,IP Address,132.241.174.153,100,304,TRUE,11/8/2022 13:23,R_2R9CZQfI3h6Zy4v,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11527985,11527985,Immigration Policy,Agree,Agree,Agree,Agree,Agree,Agree,Town Hall meeting meant an event where I could discuss my ideas and opinions on a certain topic. I chose the immigration policy and it was interesting hearing other point of view. ,In regards of improving this event would be taking out the last part of the event: the action part. I didnt really find it very helpful. ,"If Im being completely honest I wasn't completely aware of this being part of the POLS 155 curriculum , but when I learned about it I was intrigued. "
11/8/2022 13:32,11/8/2022 13:35,IP Address,132.241.174.12,100,238,TRUE,11/8/2022 13:35,R_1llYfmmMmW3KOJq,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11116639,11116639,Criminal Justice Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,This town hall meeting gave me a feel of being engaged in the Chico community and allowed me to discuss with others that shared the same policy area of me and have in depth conversation about our differing opinions. ,"To make the Town Hall Meeting better, I think students should be required to get there earlier than 5:30 in order to make sure it's on good schedule. Since we were running behind schedule, I feel like we didn't get to do as much.","I took this section mostly because I had to take an American Government class, but I really enjoyed this course. "
11/8/2022 13:31,11/8/2022 13:38,IP Address,67.45.112.49,100,432,TRUE,11/8/2022 13:38,R_2V1hfZzKKsmAt2k,,,,,33.7485,-84.3871,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10940853,10940853,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Disagree,It meant I would be stressed about speaking,The wait to check in,it was one of my general ed requirments
11/8/2022 15:43,11/8/2022 15:45,IP Address,132.241.174.206,100,133,TRUE,11/8/2022 15:45,R_27U0tek45RQKoBY,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11646506,11646506,Drug Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"The Town Hall Meeting showed me how many different people are involved in government, and how important it is that my voice is heard. ",I think that getting everyone signed in at the beginning went slower than it could have been.,I took a Town Hall Section of POLS because at the time the discussion section seemed more difficult. 
11/8/2022 16:31,11/8/2022 16:33,IP Address,76.137.177.61,100,86,TRUE,11/8/2022 16:33,R_1GUCjI4nnU4kVCq,,,,,39.1061,-121.6159,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11186449,11186449,Drug Policy,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,,,
11/8/2022 17:10,11/8/2022 17:22,IP Address,132.241.174.233,100,724,TRUE,11/8/2022 17:22,R_28HEa3dPTKlnQT1,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11485527,11485527,Drug Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Town Hall Meeting allowed me to see different students' perspectives on the policy they were trying to pass which opened up my eyes to many problems around the world surrounding drugs. ,I believe letting the students know beforehand what to expect would help relieve any stress or anxiety about attending Town Hall Meeting. ,I didn't quite know I took this section of POLS 155 however I am glad I did. I believe the Town Hall Section added to the POLS class and made it feel more real. 
11/8/2022 18:00,11/8/2022 18:04,IP Address,38.80.129.134,100,230,TRUE,11/8/2022 18:04,R_ZBNQt7C6JOnDloB,,,,,39.9283,-122.201,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10706814,10706814,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,It was nice twist to an assignment. It was nice to be able to bounce off ideas with other students who had the same policy issue.,Everything was fine. I would just check in students in a more efficient manner.,Good way to get out of my comfort zone.
11/8/2022 20:40,11/8/2022 20:41,IP Address,132.241.174.26,100,82,TRUE,11/8/2022 20:41,R_3DpEvWnonQMr3Xq,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11510162,11510162,Higher Education Policy,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,,,
11/8/2022 22:56,11/8/2022 22:58,IP Address,67.172.122.5,100,140,TRUE,11/8/2022 22:58,R_bHOR6Go3nmFBrBT,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10272341,10272341,Drug Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,It meant hearing other opinions ,make students be more engaged and set activities ,it was a requirement 
11/8/2022 23:10,11/8/2022 23:12,IP Address,98.238.227.135,100,116,TRUE,11/8/2022 23:12,R_1JJ9BtJyaw8s1qd,,,,,39.1252,-121.6589,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,8790900,8790900,Criminal Justice Policy,Agree,Agree,Agree,Agree,Agree,Agree,,,It's a GE requirement.
11/4/2022 17:28,11/9/2022 9:52,IP Address,132.241.174.167,100,408237,TRUE,11/9/2022 9:52,R_3ERszy0Xx24jsfP,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11378524,11378524,Reproductive Health Policy,Agree,Agree,Agree,Agree,Agree,Agree,I thought it was a good learning experience and was a good way for students to engage with each other on topics they are passionate about,The check in process could be made more efficient,i wasn't aware i was taking a town hall section but i am glad i did because i hadn't done anything like that before
11/9/2022 10:05,11/9/2022 10:07,IP Address,132.241.174.26,100,119,TRUE,11/9/2022 10:07,R_3punz7pPXsqWk3l,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11494939,11494939,Criminal Justice Policy,Agree,Agree,Agree,Agree,Agree,Disagree,It meant that I got to discuss my policy area with many other people to see different perspectives,more tables at the end,Because it's part of the class
11/9/2022 10:06,11/9/2022 10:08,IP Address,132.241.174.205,100,123,TRUE,11/9/2022 10:08,R_1OpLrfyxuYnLZkV,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10568325,10568325,"Food, Agriculture, and Animal Policy",Agree,Agree,Agree,Agree,Agree,Agree,I was able to express myself on a topic very relevant to me to my peers,organization,seemed interesting
11/9/2022 10:35,11/9/2022 10:39,IP Address,132.241.174.105,100,242,TRUE,11/9/2022 10:39,R_2xQTpK0QuphG2Uo,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11400611,11400611,Immigration Policy,Agree,Agree,Agree,Agree,Agree,Agree,Sort of a new experience. It was beneficial to share my views with others and hear them speak about there views  ,the organization of the lines while waiting to get in.,It was required for me.
11/9/2022 10:36,11/9/2022 10:40,IP Address,132.241.174.159,100,244,TRUE,11/9/2022 10:40,R_1KrSEbcrzDVc2QR,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11659948,11659948,Firearm Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,It was a productive meeting that helped me add something different to my next paper. I got a look at different perspective on my subject and got really good ideas from my peers. ,The timing was off on the whole night. We started late. Yet the proctors were able to catch up affectionately. ,For my general education 
11/4/2022 12:15,11/9/2022 11:54,IP Address,132.241.174.161,100,434335,TRUE,11/9/2022 11:54,R_3m2C6eU4lWc6d38,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11611913,11611913,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The Town Hall Meeting meant a new experience where I can learned more about. ,"I think if they make the breakout rooms more longer, so people can discuss more about the policy with the specialist ",
11/9/2022 11:54,11/9/2022 11:57,IP Address,132.241.174.141,100,196,TRUE,11/9/2022 11:57,R_25TrBzlYhO5QLLr,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,8767929,8767929,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,It was just nice hearing other peoples ideas and getting feedback on how yours can be improved. ,Entering the building took too long ,GE requirement 
11/9/2022 13:07,11/9/2022 13:11,IP Address,132.241.174.70,100,250,TRUE,11/9/2022 13:11,R_3P5XykDEEoljTsp,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11453612,11453612,Drug Policy,Disagree,Agree,Disagree,Disagree,Agree,Disagree,"Not much mostly because I didn't get feedback from the consultants maybe because my policy was too simple, but I expected more.",Maybe options on what to choose from in the specific policys.,It was required to pass the class.
11/9/2022 13:00,11/9/2022 14:52,IP Address,132.241.174.167,100,6738,TRUE,11/9/2022 14:52,R_2SpgmmtOwgMOWhw,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10201413,10201413,Healthcare Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I was really worried about the Town Hall Meeting, but it ended up being just another aspect to help get advice and reinforce my policy, and make it even better.",More time to let people in earlier,I don't understand the question 
11/9/2022 15:18,11/9/2022 15:21,IP Address,98.255.113.203,100,199,TRUE,11/9/2022 15:21,R_2XjSNnQbAO3FsXf,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10706905,10706905,Cost of Living and Poverty Policy,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,it was great to be able to research topics that I was passionate about and get to bring them to others and get feedback as well as getting to hear other's ideas and see how I can influence my community ,we started about a half hour to 45 min later than instructed,I took it to get a greater understanding of how I can impact my community 
11/9/2022 16:58,11/9/2022 17:02,IP Address,132.241.174.219,100,257,TRUE,11/9/2022 17:02,R_301ZLvXHRXa7AIz,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11512567,11512567,Reproductive Health Policy,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,the town hall meeting to me means strength in our future. it was really nice to see that people want to make a change.,it would help to start on time and be more time effective.,because I had to 
11/9/2022 17:38,11/9/2022 17:43,IP Address,73.185.84.147,100,278,TRUE,11/9/2022 17:43,R_2tsMz9vUg7E9v1p,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11127416,11127416,Cost of Living and Poverty Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Helped me see other students point of views within the same research I did.,Make sure it is as organized as possible.,Friend recommended.
